prediction_row_position,source_row_index,value,unit,fraction_type,temperature,temperature_unit,component_inchi_0,fraction_0,component_inchi_1,fraction_1,component_inchi_2,fraction_2,component_inchi_3,fraction_3,y_true,y_pred,reference_ideal_value,reference_excess_value,predicted_excess,weighted_pure_pred,y_pred_mix,rank_true_desc,rank_pred_desc,rank_reference_ideal_desc,rank_weighted_pure_pred_desc,rank_reference_excess_desc,rank_predicted_excess_desc
1052,18368,0.4770956312683663,ln(mPa*s),molar,313.15,K,"InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3",0.9,"InChI=1S/C6H15N/c1-3-5-7-6-4-2/h7H,3-6H2,1-2H3",0.1,,0.0,,0.0,0.4770956312683663,0.45116502,0.4219487182911589,0.0551469129772073,0.0372761905193328,0.413888829946518,0.4511650204658508,2135.0,2221.0,1912.0,2208.0,1458.0,2205.0
1053,18895,-0.6251518527478835,ln(mPa*s),molar,308.15,K,"InChI=1S/C4H7N/c1-2-3-4-5/h2-3H2,1H3",0.8,"InChI=1S/C4H10O/c1-3-4(2)5/h4-5H,3H2,1-2H3",0.2,,0.0,,0.0,-0.6251518527478835,-0.471263,,,-0.1157948732376098,-0.3554681181907654,-0.4712629914283752,6314.0,5630.0,,5075.0,,6279.0
1054,18896,-0.5609097286533496,ln(mPa*s),molar,308.15,K,"InChI=1S/C4H7N/c1-2-3-4-5/h2-3H2,1H3",0.7,"InChI=1S/C4H10O/c1-3-4(2)5/h4-5H,3H2,1-2H3",0.3,,0.0,,0.0,-0.5609097286533496,-0.40797275,,,-0.1957294881343841,-0.2122432649135589,-0.4079727530479431,6033.5,5325.0,,4449.0,,6754.0
1055,18897,-0.4743325291567734,ln(mPa*s),molar,308.15,K,"InChI=1S/C4H7N/c1-2-3-4-5/h2-3H2,1H3",0.6,"InChI=1S/C4H10O/c1-3-4(2)5/h4-5H,3H2,1-2H3",0.4,,0.0,,0.0,-0.4743325291567734,-0.3594041,,,-0.2903856754302979,-0.0690184116363524,-0.3594040870666504,5560.0,5093.0,,3821.0,,7033.0
1056,18898,-0.3658807712767539,ln(mPa*s),molar,308.15,K,"InChI=1S/C4H10O/c1-3-4(2)5/h4-5H,3H2,1-2H3",0.5,"InChI=1S/C4H7N/c1-2-3-4-5/h2-3H2,1H3",0.5,,0.0,,0.0,-0.3658807712767539,-0.30149347,,,-0.375699907541275,0.0742064416408538,-0.3014934659004211,5063.0,4852.0,,3324.0,,7116.0
1057,18899,-0.2332518699202968,ln(mPa*s),molar,308.15,K,"InChI=1S/C4H10O/c1-3-4(2)5/h4-5H,3H2,1-2H3",0.6,"InChI=1S/C4H7N/c1-2-3-4-5/h2-3H2,1H3",0.4,,0.0,,0.0,-0.2332518699202968,-0.20517315,,,-0.4226044446229934,0.2174312949180602,-0.2051731497049331,4563.0,4450.0,,2815.0,,7149.0
1058,18900,-0.0697683283177195,ln(mPa*s),molar,308.15,K,"InChI=1S/C4H10O/c1-3-4(2)5/h4-5H,3H2,1-2H3",0.7,"InChI=1S/C4H7N/c1-2-3-4-5/h2-3H2,1H3",0.3,,0.0,,0.0,-0.0697683283177195,-0.07257868,,,-0.4332348316907882,0.3606561481952667,-0.0725786834955215,3912.0,3925.0,,2368.0,,7157.0
1059,18901,0.1358525204866487,ln(mPa*s),molar,308.15,K,"InChI=1S/C4H10O/c1-3-4(2)5/h4-5H,3H2,1-2H3",0.8,"InChI=1S/C4H7N/c1-2-3-4-5/h2-3H2,1H3",0.2,,0.0,,0.0,0.1358525204866487,0.15096822,,,-0.3529127776622772,0.5038810014724732,0.1509682238101959,3209.0,3140.0,,1969.0,,7095.0
1060,18902,-0.0557225592504559,ln(mPa*s),molar,305.65,K,InChI=1S/C4H8Cl2/c5-3-1-2-4-6/h1-4H2,0.9,"InChI=1S/C4H10O/c1-3-4(2)5/h4-5H,3H2,1-2H3",0.1,,0.0,,0.0,-0.0557225592504559,0.08936483,0.2283473636722194,-0.2840699229226753,-0.1303569480776787,0.2197217747569084,0.0893648266792297,3859.5,3363.0,2441.0,2805.0,5730.0,6407.0
1061,18903,0.0128944765207666,ln(mPa*s),molar,305.65,K,InChI=1S/C4H8Cl2/c5-3-1-2-4-6/h1-4H2,0.8,"InChI=1S/C4H10O/c1-3-4(2)5/h4-5H,3H2,1-2H3",0.2,,0.0,,0.0,0.0128944765207666,0.09183014,0.297355838909251,-0.2844613623884844,-0.2024553701281548,0.29428551197052,0.0918301418423652,3611.5,3354.0,2261.0,2575.0,5732.0,6795.0
1062,18904,-0.0013815510557964,ln(mPa*s),molar,305.65,K,InChI=1S/C4H8Cl2/c5-3-1-2-4-6/h1-4H2,0.7,"InChI=1S/C4H10O/c1-3-4(2)5/h4-5H,3H2,1-2H3",0.3,,0.0,,0.0,-0.0013815510557964,0.080931425,0.3663643141462825,-0.3677458652020789,-0.2879178240895271,0.3688492491841316,0.0809314250946044,3663.0,3401.0,2062.0,2342.0,5849.0,7029.0
1063,18905,0.0048354286952874,ln(mPa*s),molar,305.65,K,InChI=1S/C4H8Cl2/c5-3-1-2-4-6/h1-4H2,0.6,"InChI=1S/C4H10O/c1-3-4(2)5/h4-5H,3H2,1-2H3",0.4,,0.0,,0.0,0.0048354286952874,0.056777075,0.4353727893833142,-0.4305373606880268,-0.3866359114646912,0.4434129863977433,0.056777074933052,3644.5,3473.0,1877.0,2144.0,5904.0,7125.0
1064,18906,0.0310848987554196,ln(mPa*s),molar,305.65,K,"InChI=1S/C4H10O/c1-3-4(2)5/h4-5H,3H2,1-2H3",0.5,InChI=1S/C4H8Cl2/c5-3-1-2-4-6/h1-4H2,0.5,,0.0,,0.0,0.0310848987554196,0.08746171,0.5043812646203457,-0.4732963658649261,-0.4305150136351585,0.5179767236113548,0.0874617099761962,3545.5,3371.0,1716.0,1933.0,5923.0,7153.0
1065,18907,0.0872679750244743,ln(mPa*s),molar,305.65,K,"InChI=1S/C4H10O/c1-3-4(2)5/h4-5H,3H2,1-2H3",0.6,InChI=1S/C4H8Cl2/c5-3-1-2-4-6/h1-4H2,0.4,,0.0,,0.0,0.0872679750244743,0.10922242,0.5733897398573773,-0.486121764832903,-0.4833180412650107,0.5925404608249664,0.1092224195599556,3369.0,3285.0,1543.0,1751.0,5926.0,7171.0
1066,18908,0.1722333649559546,ln(mPa*s),molar,305.65,K,"InChI=1S/C4H10O/c1-3-4(2)5/h4-5H,3H2,1-2H3",0.7,InChI=1S/C4H8Cl2/c5-3-1-2-4-6/h1-4H2,0.3,,0.0,,0.0,0.1722333649559546,0.21792063,0.6423982150944089,-0.4701648501384542,-0.4491835668683051,0.6671041980385779,0.2179206311702728,3082.0,2938.0,1407.0,1603.0,5920.0,7163.0
1067,18909,0.3085464024612022,ln(mPa*s),molar,305.65,K,"InChI=1S/C4H10O/c1-3-4(2)5/h4-5H,3H2,1-2H3",0.8,InChI=1S/C4H8Cl2/c5-3-1-2-4-6/h1-4H2,0.2,,0.0,,0.0,0.3085464024612022,0.39161643,0.7114066903314404,-0.4028602878702382,-0.3500515013933183,0.7416679352521898,0.3916164338588714,2647.5,2397.0,1283.0,1441.0,5890.0,7094.0
1068,18910,-0.8406738174521261,ln(mPa*s),molar,313.15,K,InChI=1S/C4H8O/c1-2-4-5-3-1/h1-4H2,0.86,"InChI=1S/C4H10O/c1-3-4(2)5/h4-5H,3H2,1-2H3",0.14,,0.0,,0.0,-0.8406738174521261,-0.7720395,-0.716223698345984,-0.1244501191061421,-0.0826070833206177,-0.6894323897361755,-0.7720394730567932,6817.5,6739.0,5502.0,6571.0,5023.0,5882.0
1069,18911,-0.7621556657810292,ln(mPa*s),molar,313.15,K,InChI=1S/C4H8O/c1-2-4-5-3-1/h1-4H2,0.76,"InChI=1S/C4H10O/c1-3-4(2)5/h4-5H,3H2,1-2H3",0.24,,0.0,,0.0,-0.7621556657810292,-0.6706772,-0.5623649624321219,-0.1997907033489073,-0.1313712644577026,-0.5393059206008911,-0.6706771850585938,6684.0,6513.0,5080.0,5990.0,5474.0,6417.0
1070,18912,-0.674887690756555,ln(mPa*s),molar,313.15,K,InChI=1S/C4H8O/c1-2-4-5-3-1/h1-4H2,0.66,"InChI=1S/C4H10O/c1-3-4(2)5/h4-5H,3H2,1-2H3",0.34,,0.0,,0.0,-0.674887690756555,-0.5906737,-0.4085062265182596,-0.2663814642382953,-0.2014942336082458,-0.3891794514656067,-0.5906736850738525,6479.5,6226.0,4446.0,5245.0,5682.0,6791.0
1071,18913,-0.5655148988393377,ln(mPa*s),molar,313.15,K,InChI=1S/C4H8O/c1-2-4-5-3-1/h1-4H2,0.56,"InChI=1S/C4H10O/c1-3-4(2)5/h4-5H,3H2,1-2H3",0.44,,0.0,,0.0,-0.5655148988393377,-0.50748223,-0.2546474906043975,-0.3108674082349401,-0.2684292483329772,-0.2390529823303223,-0.5074822306632996,6054.0,5780.0,3902.0,4560.0,5771.0,6996.0
1072,18914,-0.4315044464270842,ln(mPa*s),molar,313.15,K,"InChI=1S/C4H10O/c1-3-4(2)5/h4-5H,3H2,1-2H3",0.54,InChI=1S/C4H8O/c1-2-4-5-3-1/h1-4H2,0.46,,0.0,,0.0,-0.4315044464270842,-0.40823036,-0.1007887546905353,-0.3307156917365488,-0.3193038511276245,-0.0889265131950378,-0.4082303643226623,5373.0,5327.0,3370.0,3897.0,5798.0,7064.0
1073,18915,-0.2869021025870581,ln(mPa*s),molar,313.15,K,"InChI=1S/C4H10O/c1-3-4(2)5/h4-5H,3H2,1-2H3",0.64,InChI=1S/C4H8O/c1-2-4-5-3-1/h1-4H2,0.36,,0.0,,0.0,-0.2869021025870581,-0.28050888,0.0530699812233267,-0.3399720838103849,-0.3417088317871093,0.0611999559402465,-0.2805088758468628,4761.5,4779.0,2939.0,3362.0,5812.0,7086.0
1074,18916,-0.1093727919172171,ln(mPa*s),molar,313.15,K,"InChI=1S/C4H10O/c1-3-4(2)5/h4-5H,3H2,1-2H3",0.74,InChI=1S/C4H8O/c1-2-4-5-3-1/h1-4H2,0.26,,0.0,,0.0,-0.1093727919172171,-0.1240405,0.2069287171371888,-0.316301509054406,-0.3353669244050979,0.211326425075531,-0.1240404993295669,4050.0,4124.0,2503.0,2835.0,5778.0,7077.0
1075,18917,0.1330894183750558,ln(mPa*s),molar,313.15,K,"InChI=1S/C4H10O/c1-3-4(2)5/h4-5H,3H2,1-2H3",0.84,InChI=1S/C4H8O/c1-2-4-5-3-1/h1-4H2,0.16,,0.0,,0.0,0.1330894183750558,0.11657715,0.360787453051051,-0.2276980346759951,-0.2448757457733154,0.3614528942108154,0.1165771484375,3223.5,3268.0,2073.0,2365.0,5564.0,6938.0
1076,18945,-0.6122573762271168,ln(mPa*s),molar,308.15,K,"InChI=1S/C4H9Br/c1-2-3-4-5/h2-4H2,1H3",0.89,"InChI=1S/C4H10O/c1-3-4(2)5/h4-5H,3H2,1-2H3",0.11,,0.0,,0.0,-0.6122573762271168,-0.59539056,-0.4911321899952581,-0.1211251862318587,-0.1480942457914352,-0.4472963124513626,-0.5953905582427979,6276.0,6246.0,4799.0,5540.0,4993.0,6526.0
1077,18946,-0.5814027359809966,ln(mPa*s),molar,308.15,K,"InChI=1S/C4H9Br/c1-2-3-4-5/h2-4H2,1H3",0.79,"InChI=1S/C4H10O/c1-3-4(2)5/h4-5H,3H2,1-2H3",0.21,,0.0,,0.0,-0.5814027359809966,-0.54859334,-0.3492008448631051,-0.2322018911178914,-0.2403562456369399,-0.3082370966672897,-0.5485933423042297,6146.0,6009.0,4229.0,4870.0,5578.0,6926.0
1078,18947,-0.5309761224444269,ln(mPa*s),molar,308.15,K,"InChI=1S/C4H9Br/c1-2-3-4-5/h2-4H2,1H3",0.69,"InChI=1S/C4H10O/c1-3-4(2)5/h4-5H,3H2,1-2H3",0.31,,0.0,,0.0,-0.5309761224444269,-0.49726534,-0.207269499730952,-0.3237066227134749,-0.3280874580144882,-0.1691778808832168,-0.4972653388977051,5849.5,5732.0,3751.0,4247.0,5788.0,7068.0
1079,18948,-0.4584446920151145,ln(mPa*s),molar,308.15,K,"InChI=1S/C4H9Br/c1-2-3-4-5/h2-4H2,1H3",0.59,"InChI=1S/C4H10O/c1-3-4(2)5/h4-5H,3H2,1-2H3",0.41,,0.0,,0.0,-0.4584446920151145,-0.42639142,-0.0653381545987991,-0.3931065374163154,-0.3962727576494217,-0.0301186650991439,-0.4263914227485657,5486.0,5421.0,3271.0,3681.0,5882.0,7134.0
1080,18949,-0.3628874106558616,ln(mPa*s),molar,308.15,K,"InChI=1S/C4H10O/c1-3-4(2)5/h4-5H,3H2,1-2H3",0.51,"InChI=1S/C4H9Br/c1-2-3-4-5/h2-4H2,1H3",0.49,,0.0,,0.0,-0.3628874106558616,-0.34704477,0.0765931905333539,-0.4394806011892155,-0.4559853166341782,0.1089405506849289,-0.3470447659492492,5047.0,5042.0,2861.0,3184.0,5907.0,7166.0
1081,18950,-0.2314098018459016,ln(mPa*s),molar,308.15,K,"InChI=1S/C4H10O/c1-3-4(2)5/h4-5H,3H2,1-2H3",0.61,"InChI=1S/C4H9Br/c1-2-3-4-5/h2-4H2,1H3",0.39,,0.0,,0.0,-0.2314098018459016,-0.20661874,0.2185245356655069,-0.4499343375114085,-0.4546185076236724,0.2479997664690017,-0.2066187411546707,4555.0,4454.0,2468.0,2724.0,5911.0,7165.0
1082,18951,-0.0693078112991207,ln(mPa*s),molar,308.15,K,"InChI=1S/C4H10O/c1-3-4(2)5/h4-5H,3H2,1-2H3",0.71,"InChI=1S/C4H9Br/c1-2-3-4-5/h2-4H2,1H3",0.29,,0.0,,0.0,-0.0693078112991207,-0.037835345,0.3604558807976598,-0.4297636920967804,-0.4248943269252777,0.3870589822530746,-0.037835344672203,3910.0,3785.0,2075.0,2293.0,5903.0,7151.0
1083,18952,0.1487469970074153,ln(mPa*s),molar,308.15,K,"InChI=1S/C4H10O/c1-3-4(2)5/h4-5H,3H2,1-2H3",0.81,"InChI=1S/C4H9Br/c1-2-3-4-5/h2-4H2,1H3",0.19,,0.0,,0.0,0.1487469970074153,0.17313422,0.5023872259298129,-0.3536402289223975,-0.3529839754104615,0.5261181980371477,0.1731342226266861,3165.0,3074.0,1722.0,1906.0,5834.0,7096.0
1084,18953,-0.6313688324989674,ln(mPa*s),molar,305.65,K,"InChI=1S/C4H9Br/c1-3-4(2)5/h4H,3H2,1-2H3",0.85,"InChI=1S/C4H10O/c1-3-4(2)5/h4-5H,3H2,1-2H3",0.15,,0.0,,0.0,-0.6313688324989674,-0.3893776,,,-0.0500227570533752,-0.3393548369407654,-0.3893775939941406,6345.5,5227.0,,4999.0,,5254.0
1085,18954,-0.5733436881555174,ln(mPa*s),molar,305.65,K,"InChI=1S/C4H9Br/c1-3-4(2)5/h4H,3H2,1-2H3",0.75,"InChI=1S/C4H10O/c1-3-4(2)5/h4-5H,3H2,1-2H3",0.25,,0.0,,0.0,-0.5733436881555174,-0.28540403,,,-0.0907727479934692,-0.194631278514862,-0.2854040265083313,6091.0,4797.0,,4352.0,,5989.0
1086,18955,-0.4943650194658217,ln(mPa*s),molar,305.65,K,"InChI=1S/C4H9Br/c1-3-4(2)5/h4H,3H2,1-2H3",0.65,"InChI=1S/C4H10O/c1-3-4(2)5/h4-5H,3H2,1-2H3",0.35,,0.0,,0.0,-0.4943650194658217,-0.17084183,,,-0.1209341078996658,-0.0499077200889587,-0.1708418279886245,5647.0,4309.0,,3741.0,,6334.0
1087,18956,-0.3946630849391794,ln(mPa*s),molar,305.65,K,"InChI=1S/C4H9Br/c1-3-4(2)5/h4H,3H2,1-2H3",0.55,"InChI=1S/C4H10O/c1-3-4(2)5/h4-5H,3H2,1-2H3",0.45,,0.0,,0.0,-0.3946630849391794,-0.04475607,,,-0.1395719081163406,0.0948158383369445,-0.044756069779396,5195.5,3804.0,,3236.0,,6466.0
1088,18957,-0.2680209048245069,ln(mPa*s),molar,305.65,K,"InChI=1S/C4H10O/c1-3-4(2)5/h4-5H,3H2,1-2H3",0.55,"InChI=1S/C4H9Br/c1-3-4(2)5/h4H,3H2,1-2H3",0.45,,0.0,,0.0,-0.2680209048245069,0.08354373,,,-0.1559956640005111,0.2395393967628479,0.0835437327623367,4686.5,3387.0,,2751.0,,6575.0
1089,18958,-0.1162805471961993,ln(mPa*s),molar,305.65,K,"InChI=1S/C4H10O/c1-3-4(2)5/h4-5H,3H2,1-2H3",0.65,"InChI=1S/C4H9Br/c1-3-4(2)5/h4H,3H2,1-2H3",0.35,,0.0,,0.0,-0.1162805471961993,0.25427288,,,-0.1299900770187378,0.3842629551887513,0.2542728781700134,4078.0,2831.0,,2300.0,,6402.0
1090,18959,0.0729919474479112,ln(mPa*s),molar,305.65,K,"InChI=1S/C4H10O/c1-3-4(2)5/h4-5H,3H2,1-2H3",0.75,"InChI=1S/C4H9Br/c1-3-4(2)5/h4H,3H2,1-2H3",0.25,,0.0,,0.0,0.0729919474479112,0.41364273,,,-0.1153437793254852,0.5289865136146545,0.4136427342891693,3403.5,2327.0,,1896.0,,6274.0
1091,18960,0.3258157906586574,ln(mPa*s),molar,305.65,K,"InChI=1S/C4H10O/c1-3-4(2)5/h4-5H,3H2,1-2H3",0.85,"InChI=1S/C4H9Br/c1-3-4(2)5/h4H,3H2,1-2H3",0.15,,0.0,,0.0,0.3258157906586574,0.5993525,,,-0.0743575930595397,0.6737100720405578,0.5993524789810181,2588.5,1835.0,,1584.0,,5752.0
1092,18961,-0.3849922275486044,ln(mPa*s),molar,305.65,K,"InChI=1S/C4H9Br/c1-4(2,3)5/h1-3H3",0.8,"InChI=1S/C4H10O/c1-3-4(2)5/h4-5H,3H2,1-2H3",0.2,,0.0,,0.0,-0.3849922275486044,-0.46081334,,,-0.1636106014251709,-0.2972027420997619,-0.4608133435249328,5140.0,5583.0,,4824.0,,6603.0
1093,18962,-0.3446969884212086,ln(mPa*s),molar,305.65,K,"InChI=1S/C4H9Br/c1-4(2,3)5/h1-3H3",0.7,"InChI=1S/C4H10O/c1-3-4(2)5/h4-5H,3H2,1-2H3",0.3,,0.0,,0.0,-0.3446969884212086,-0.36062104,,,-0.2119180619716644,-0.1487029731273651,-0.3606210350990295,4972.0,5099.0,,4157.0,,6829.0
1094,18963,-0.2657183197315129,ln(mPa*s),molar,305.65,K,"InChI=1S/C4H9Br/c1-4(2,3)5/h1-3H3",0.6,"InChI=1S/C4H10O/c1-3-4(2)5/h4-5H,3H2,1-2H3",0.4,,0.0,,0.0,-0.2657183197315129,-0.2492239,,,-0.2490206986665726,-0.0002032041549682,-0.2492239028215408,4676.0,4629.0,,3582.0,,6951.0
1095,18964,-0.1782200861977391,ln(mPa*s),molar,305.65,K,"InChI=1S/C4H10O/c1-3-4(2)5/h4-5H,3H2,1-2H3",0.5,"InChI=1S/C4H9Br/c1-4(2,3)5/h1-3H3",0.5,,0.0,,0.0,-0.1782200861977391,-0.09691487,,,-0.2452114373445511,0.1482965648174286,-0.0969148725271225,4349.5,4020.0,,3058.0,,6940.0
1096,18965,-0.0513476475737672,ln(mPa*s),molar,305.65,K,"InChI=1S/C4H10O/c1-3-4(2)5/h4-5H,3H2,1-2H3",0.6,"InChI=1S/C4H9Br/c1-4(2,3)5/h1-3H3",0.4,,0.0,,0.0,-0.0513476475737672,0.08090249,,,-0.2158938467502593,0.2967963337898254,0.080902487039566,3838.5,3403.0,,2565.0,,6843.0
1097,18966,0.1031558121661332,ln(mPa*s),molar,305.65,K,"InChI=1S/C4H10O/c1-3-4(2)5/h4-5H,3H2,1-2H3",0.7,"InChI=1S/C4H9Br/c1-4(2,3)5/h1-3H3",0.3,,0.0,,0.0,0.1031558121661332,0.28985918,,,-0.1554369270801543,0.4452961027622222,0.2898591756820678,3322.0,2706.0,,2135.0,,6568.0
1098,18967,0.3002570961264235,ln(mPa*s),molar,305.65,K,"InChI=1S/C4H10O/c1-3-4(2)5/h4-5H,3H2,1-2H3",0.8,"InChI=1S/C4H9Br/c1-4(2,3)5/h1-3H3",0.2,,0.0,,0.0,0.3002570961264235,0.49008942,,,-0.1037064552307129,0.5937958717346192,0.4900894165039062,2668.5,2116.0,,1750.0,,6156.0
1099,18985,-0.8257070143476648,ln(mPa*s),molar,305.65,K,"InChI=1S/C4H9Cl/c1-4(2)3-5/h4H,3H2,1-2H3",0.81,"InChI=1S/C4H10O/c1-3-4(2)5/h4-5H,3H2,1-2H3",0.19,,0.0,,0.0,-0.8257070143476648,-0.6797207,,,-0.1394200938940047,-0.5403006058931351,-0.6797206997871399,6795.5,6537.0,,5998.0,,6465.0
1100,18986,-0.7368272297580947,ln(mPa*s),molar,305.65,K,"InChI=1S/C4H9Cl/c1-4(2)3-5/h4H,3H2,1-2H3",0.71,"InChI=1S/C4H10O/c1-3-4(2)5/h4-5H,3H2,1-2H3",0.29,,0.0,,0.0,-0.7368272297580947,-0.56355995,,,-0.199937863945961,-0.3636220854520797,-0.5635599493980408,6630.5,6095.0,,5107.0,,6778.0
1101,18987,-0.6258426282757816,ln(mPa*s),molar,305.65,K,"InChI=1S/C4H9Cl/c1-4(2)3-5/h4H,3H2,1-2H3",0.61,"InChI=1S/C4H10O/c1-3-4(2)5/h4-5H,3H2,1-2H3",0.39,,0.0,,0.0,-0.6258426282757816,-0.40536094,,,-0.2184173721075058,-0.1869435650110244,-0.4053609371185303,6318.0,5312.0,,4324.0,,6851.0
1102,18988,-0.4899901077891329,ln(mPa*s),molar,305.65,K,"InChI=1S/C4H9Cl/c1-4(2)3-5/h4H,3H2,1-2H3",0.51,"InChI=1S/C4H10O/c1-3-4(2)5/h4-5H,3H2,1-2H3",0.49,,0.0,,0.0,-0.4899901077891329,-0.23431127,,,-0.2240462231636047,-0.0102650445699691,-0.2343112677335739,5627.5,4563.0,,3615.0,,6875.0
1103,18989,-0.3283486342609509,ln(mPa*s),molar,305.65,K,"InChI=1S/C4H10O/c1-3-4(2)5/h4-5H,3H2,1-2H3",0.59,"InChI=1S/C4H9Cl/c1-4(2)3-5/h4H,3H2,1-2H3",0.41,,0.0,,0.0,-0.3283486342609509,-0.0052800328,,,-0.1716935086250305,0.1664134758710861,-0.0052800327539443,4906.0,3674.0,,2992.0,,6649.0
1104,18990,-0.121806751419385,ln(mPa*s),molar,305.65,K,"InChI=1S/C4H10O/c1-3-4(2)5/h4-5H,3H2,1-2H3",0.69,"InChI=1S/C4H9Cl/c1-4(2)3-5/h4H,3H2,1-2H3",0.31,,0.0,,0.0,-0.121806751419385,0.23769781,,,-0.1053941863775252,0.3430919963121413,0.2376978099346161,4099.0,2878.0,,2417.0,,6174.0
1105,18991,0.1330894183750558,ln(mPa*s),molar,305.65,K,"InChI=1S/C4H10O/c1-3-4(2)5/h4-5H,3H2,1-2H3",0.79,"InChI=1S/C4H9Cl/c1-4(2)3-5/h4H,3H2,1-2H3",0.21,,0.0,,0.0,0.1330894183750558,0.4140759,,,-0.1056946057081222,0.5197705167531967,0.4140759110450744,3223.5,2323.0,,1925.0,,6176.0
1106,18992,0.4384122017060664,ln(mPa*s),molar,305.65,K,"InChI=1S/C4H10O/c1-3-4(2)5/h4-5H,3H2,1-2H3",0.89,"InChI=1S/C4H9Cl/c1-4(2)3-5/h4H,3H2,1-2H3",0.11,,0.0,,0.0,0.4384122017060664,0.64014864,,,-0.056300397515297,0.6964490371942521,0.6401486396789551,2256.0,1745.0,,1536.0,,5395.0
1107,19154,0.8920214650258934,ln(mPa*s),molar,303.15,K,"InChI=1S/C4H10O/c1-3-4(2)5/h4-5H,3H2,1-2H3",0.99,"InChI=1S/C6H15N/c1-3-5-7-6-4-2/h7H,3-6H2,1-2H3",0.01,,0.0,,0.0,0.8920214650258934,0.9626263,1.019441918901998,-0.1274204538761044,-0.0005705404281616,0.9631968188285828,0.9626262784004213,1275.5,1155.0,763.0,1001.0,5054.0,3488.0
1108,19164,-0.5360418096490139,ln(mPa*s),molar,303.0,K,InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,0.8,"InChI=1S/C4H10O/c1-3-4(2)5/h4-5H,3H2,1-2H3",0.2,,0.0,,0.0,-0.5360418096490139,-0.5282991,,,-0.271306824684143,-0.2569922685623169,-0.52829909324646,5881.0,5895.0,,4641.0,,7003.0
1109,19165,-0.474102270647474,ln(mPa*s),molar,303.0,K,InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,0.7,"InChI=1S/C4H10O/c1-3-4(2)5/h4-5H,3H2,1-2H3",0.3,,0.0,,0.0,-0.474102270647474,-0.44743764,,,-0.3457852482795716,-0.1016523957252502,-0.4474376440048218,5557.0,5519.0,,3943.0,,7090.0
1110,19166,-0.3587427574884723,ln(mPa*s),molar,303.0,K,InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,0.6,"InChI=1S/C4H10O/c1-3-4(2)5/h4-5H,3H2,1-2H3",0.4,,0.0,,0.0,-0.3587427574884723,-0.33189535,,,-0.3855828285217285,0.0536874771118164,-0.3318953514099121,5033.5,4975.0,,3395.0,,7123.0
1111,19167,-0.2028577466927754,ln(mPa*s),molar,303.0,K,"InChI=1S/C4H10O/c1-3-4(2)5/h4-5H,3H2,1-2H3",0.5,InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,0.5,,0.0,,0.0,-0.2028577466927754,-0.18655069,,,-0.3955780416727066,0.209027349948883,-0.1865506917238235,4427.5,4379.0,,2842.0,,7133.0
1112,19168,-0.0138155105579642,ln(mPa*s),molar,303.0,K,"InChI=1S/C4H10O/c1-3-4(2)5/h4-5H,3H2,1-2H3",0.6,InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,0.4,,0.0,,0.0,-0.0138155105579642,-0.039024666,,,-0.4033918887376785,0.3643672227859497,-0.0390246659517288,3708.0,3789.0,,2354.0,,7138.0
1113,19169,0.2042392977485718,ln(mPa*s),molar,303.0,K,"InChI=1S/C4H10O/c1-3-4(2)5/h4-5H,3H2,1-2H3",0.7,InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,0.3,,0.0,,0.0,0.2042392977485718,0.110684484,,,-0.4090226113796233,0.5197070956230163,0.1106844842433929,2981.5,3281.0,,1926.0,,7144.0
1114,19170,0.4370306506502699,ln(mPa*s),molar,303.0,K,"InChI=1S/C4H10O/c1-3-4(2)5/h4-5H,3H2,1-2H3",0.8,InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,0.2,,0.0,,0.0,0.4370306506502699,0.32020548,,,-0.3548414885997772,0.675046968460083,0.3202054798603058,2266.0,2594.0,,1581.0,,7100.0
1115,19296,-0.3985774795972693,ln(mPa*s),molar,308.15,K,"InChI=1S/C8H10/c1-7-5-3-4-6-8(7)2/h3-6H,1-2H3",0.84,"InChI=1S/C4H10O/c1-3-4(2)5/h4-5H,3H2,1-2H3",0.16,,0.0,,0.0,-0.3985774795972693,-0.4294157,-0.2211402723311481,-0.1774372072661211,-0.1987479424476623,-0.2306677603721618,-0.4294157028198242,5220.0,5435.0,3793.0,4529.0,5376.0,6771.0
1116,19297,-0.3859132615858021,ln(mPa*s),molar,308.15,K,"InChI=1S/C8H10/c1-7-5-3-4-6-8(7)2/h3-6H,1-2H3",0.74,"InChI=1S/C4H10O/c1-3-4(2)5/h4-5H,3H2,1-2H3",0.26,,0.0,,0.0,-0.3859132615858021,-0.38988686,-0.1029025278059038,-0.2830107337798982,-0.2807665324211121,-0.1091203236579894,-0.3898868560791015,5144.0,5230.0,3375.0,3975.0,5726.0,7018.0
