prediction_row_position,source_row_index,value,unit,fraction_type,component_inchi_0,fraction_0,component_inchi_1,fraction_1,component_inchi_2,fraction_2,component_inchi_3,fraction_3,y_true,y_pred,reference_ideal_value,reference_excess_value,predicted_excess,weighted_pure_pred,y_pred_mix,rank_true_desc,rank_pred_desc,rank_reference_ideal_desc,rank_weighted_pure_pred_desc,rank_reference_excess_desc,rank_predicted_excess_desc
71,368,24.6,-,molar,"InChI=1S/C6H12/c1-3-5-6-4-2/h3H,1,4-6H2,2H3",0.67,"InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",0.33,,0.0,,0.0,24.6,27.940365,24.133000000000003,0.4669999999999987,1.712317848205565,26.22804698944092,27.940364837646484,50.0,47.0,47.0,46.0,66.0,40.0
72,369,25.34,-,molar,"InChI=1S/C6H12/c1-3-5-6-4-2/h3H,1,4-6H2,2H3",0.671,"InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",0.329,,0.0,,0.0,25.34,27.951038,24.1429,1.197099999999999,1.7083597373962398,26.242678623199463,27.951038360595703,48.5,46.0,46.0,45.0,58.0,41.0
73,370,26.5,-,molar,"InChI=1S/C6H12/c1-3-5-6-4-2/h3H,1,4-6H2,2H3",0.755,"InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",0.245,,0.0,,0.0,26.5,28.865688,24.9745,1.525500000000001,1.3939524650573745,27.471735858917235,28.86568832397461,45.0,45.0,45.0,40.0,51.0,42.0
74,371,26.2,-,molar,"InChI=1S/C6H12/c1-3-5-6-4-2/h3H,1,4-6H2,2H3",0.76,"InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",0.24,,0.0,,0.0,26.2,28.929012,25.024,1.176000000000002,1.3841182708740227,27.54489402770996,28.929012298583984,46.0,44.0,44.0,38.0,59.0,43.0
75,372,26.8,-,molar,"InChI=1S/C6H12/c1-3-5-6-4-2/h3H,1,4-6H2,2H3",0.84,"InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",0.16,,0.0,,0.0,26.8,29.803074,25.816,0.9840000000000018,1.0876491546630866,28.71542472839356,29.80307388305664,44.0,43.0,41.0,37.0,61.0,50.0
76,373,21.2,-,molar,"InChI=1S/C6H12/c1-3-5-6-4-2/h3H,1,4-6H2,2H3",0.841,"InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",0.159,,0.0,,0.0,21.2,29.810648,25.8259,-4.625899999999998,1.0805916023254412,28.730056362152094,29.81064796447754,64.0,42.0,40.0,36.0,96.0,51.0
77,374,27.2,-,molar,"InChI=1S/C6H12/c1-3-5-6-4-2/h3H,1,4-6H2,2H3",0.844,"InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",0.156,,0.0,,0.0,27.2,29.833014,25.8556,1.3444000000000005,1.0590622711181652,28.773951263427733,29.8330135345459,43.0,41.0,39.0,35.0,53.0,52.0
78,375,27.9,-,molar,"InChI=1S/C6H12/c1-3-5-6-4-2/h3H,1,4-6H2,2H3",0.92,"InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",0.08,,0.0,,0.0,27.9,30.361265,26.608,1.2920000000000016,0.4753097534179673,29.88595542907715,30.36126518249512,40.0,40.0,38.0,33.0,55.0,58.0
79,376,28.2,-,molar,"InChI=1S/C6H12/c1-3-5-6-4-2/h3H,1,4-6H2,2H3",0.922,"InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",0.078,,0.0,,0.0,28.2,30.376652,26.6278,1.5722000000000025,0.4614330673217743,29.91521869659424,30.376651763916016,38.5,39.0,37.0,32.0,49.0,59.0
80,377,28.2,-,molar,"InChI=1S/C6H12/c1-3-5-6-4-2/h3H,1,4-6H2,2H3",0.924,"InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",0.076,,0.0,,0.0,28.2,30.392048,26.6476,1.5524000000000022,0.447565917968749,29.94448196411133,30.39204788208008,38.5,38.0,36.0,31.0,50.0,61.0
81,458,23.2,-,molar,"InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",0.9,"InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3",0.1,,0.0,,0.0,23.2,20.82059,21.05,2.1499999999999986,1.0412923812866204,19.779296684265137,20.82058906555176,58.0,63.0,62.0,66.0,42.0,53.0
82,459,22.2,-,molar,"InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",0.89,"InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3",0.11,,0.0,,0.0,22.2,21.279408,21.405,0.7949999999999982,1.1646663856506336,20.11474111557007,21.279407501220703,62.0,62.0,58.0,63.0,63.0,49.0
83,460,23.3,-,molar,"InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",0.889,"InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3",0.111,,0.0,,0.0,23.3,21.325302,21.4405,1.8595000000000008,1.1770165653228766,20.14828555870056,21.32530212402344,56.5,61.0,57.0,61.0,44.0,48.0
84,461,23.3,-,molar,"InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",0.888,"InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3",0.112,,0.0,,0.0,23.3,21.371197,21.476,1.8240000000000016,1.1893667449951195,20.18183000183105,21.37119674682617,56.5,60.0,56.0,60.0,46.0,47.0
85,462,27.5,-,molar,"InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",0.78,"InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3",0.22,,0.0,,0.0,27.5,26.490082,25.31,2.1899999999999977,2.6854519271850563,23.80462985992432,26.49008178710937,42.0,53.0,43.0,52.0,41.0,33.0
86,463,27.7,-,molar,"InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",0.778,"InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3",0.222,,0.0,,0.0,27.7,26.59557,25.381,2.318999999999999,2.7238508644104016,23.8717187461853,26.595569610595703,41.0,52.0,42.0,51.0,38.0,31.0
87,464,31.55,-,molar,"InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",0.674,"InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3",0.326,,0.0,,0.0,31.55,31.643484,29.073,2.4770000000000003,4.2831432838439945,27.36034083175659,31.643484115600582,37.0,36.0,33.0,43.0,36.0,28.0
88,465,31.6,-,molar,"InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",0.672,"InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3",0.328,,0.0,,0.0,31.6,31.732922,29.144,2.4559999999999995,4.305491882324219,27.427429718017574,31.7329216003418,36.0,35.0,32.0,41.0,37.0,27.0
89,466,31.9,-,molar,"InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",0.67,"InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3",0.33,,0.0,,0.0,31.9,31.824064,29.215000000000003,2.684999999999995,4.329545650482174,27.494518604278568,31.824064254760746,35.0,34.0,31.0,39.0,35.0,26.0
90,467,36.1,-,molar,"InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",0.571,"InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3",0.429,,0.0,,0.0,36.1,36.739254,32.7295,3.3705,5.923835523605348,30.815418474197383,36.739253997802734,33.5,33.0,27.0,29.0,32.0,25.0
91,468,37.0,-,molar,"InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",0.57,"InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3",0.43,,0.0,,0.0,37.0,36.791733,32.765,4.234999999999999,5.942769870758056,30.84896291732788,36.79173278808594,32.0,32.0,26.0,28.0,30.0,24.0
92,469,36.1,-,molar,"InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",0.568,"InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3",0.432,,0.0,,0.0,36.1,36.89812,32.836,3.264000000000003,5.982069076538089,30.916051803588864,36.89812088012695,33.5,30.0,25.0,27.0,33.0,23.0
93,470,40.75,-,molar,"InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3",0.53,"InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",0.47,,0.0,,0.0,40.75,41.85132,36.315,4.435000000000002,7.647911128997805,34.203407230377195,41.851318359375,27.0,26.0,21.0,23.0,28.0,18.0
94,471,40.1,-,molar,"InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3",0.533,"InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",0.467,,0.0,,0.0,40.1,41.98677,36.4215,3.6785,7.682730070114133,34.30404055976868,41.98677062988281,28.0,25.0,20.0,22.0,31.0,17.0
95,472,45.7,-,molar,"InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3",0.67,"InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",0.33,,0.0,,0.0,45.7,45.446476,41.285,4.414999999999999,6.546846714019779,38.89962926864624,45.446475982666016,23.0,22.0,15.0,17.0,29.0,21.0
96,473,51.3,-,molar,"InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3",0.87,"InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",0.13,,0.0,,0.0,51.3,48.06052,48.385,2.914999999999999,2.4520022773742696,45.60851789474487,48.06052017211914,21.0,19.0,11.0,13.0,34.0,34.0
